abstract,sentence,label,,,,
18937066,"In particular, expression of genes involved in N-glycan synthesis or in the modeling of chondroitin and heparan sulfate proteoglycans appeared to be modulated.",,,,,
18937066,"Our results highlight that, the expression of glycosylation-related genes is regulated during bioaminergic neuronal differentiation, consistent with a participation of glycoconjugates in neuronal development and plasticity.",,,,,
18937066,A neuronal regulation of glycosylation processes may have direct implications on some neurospecific functions of PrP(C) and may participate in specific brain targeting of prion strains.,,,,,
26122914,Pneumococcal surface proteins are potential candidates for the development of protein-based vaccines and serological assays.,,,,,
26122914,The objective of the study was to develop a multiple bead-based immunoassay using Luminex xMAP® technology for the quantitation of natural antibodies against Streptococcus pneumoniae proteins and the characterization of the acute serum response following pneumococcal pneumonia in children.,,,,,
26122914,"Sixty-four recombinantly produced pneumococcal proteins, which were selected based on their proteomic experimental identification by ""shaving"" live cells with trypsin followed by LC/MS/MS analysis, were coupled to fluorescent SeroMAP® beads and anti-pneumococcal specific IgG levels were determined in sera.",,,,,
26122914,Multiplex assay was validated through comparison of IgG levels to 14 randomly chosen pneumococcal antigens by using multiplex and singleplex assays.,,,,,
26122914,Acute serum IgG levels against RrgB were significantly lower in children ≤ 4 years old with pneumococcal pneumonia than those in controls.,,,,,
26122914,"In addition, there was a small trend toward slightly lower antibody levels for PrsA, RrgC and RrgB in pneumonia patients of the all age group.",,,,,
12499402,"When glycoproteins formed in the endoplasmic reticulum (ER) are misfolded, they are generally translocated into the cytosol for ubiquitination and are subsequently degraded by the proteasome.",,,,,
12499402,"This system, the so-called ER-associated glycoprotein degradation, is important for eukaryotes to maintain the quality of glycoproteins generated in the ER.",,,,,
12499402,It has been established in yeast that several distinct proteins are involved in this translocation and degradation processes.,,,,,
12499402,Small glycopeptides formed in the ER are exported to the cytosol in a similar manner.,,,,,
12499402,"This glycopeptide export system is conserved from yeast to mammalian cells, suggesting its basic biological significance for eukaryotic cells.",,,,,
12499402,"These two export systems (for misfolded glycoproteins and glycopeptides) share some properties, such as a requirement for ATP and involvement of Sec61p, a central membrane protein presumably forming a dislocon channel for export of proteins.",,,,,
12499402,"However, the machinery of glycopeptide export is poorly understood.",,,,,
12499402,"In this study, various mutants known to have an effect on export/degradation of misfolded glycoproteins were examined for glycopeptide export activity with a newly established assay method.",,,,,
12499402,"Surprisingly, most of the mutants were found not to exhibit a defect in glycopeptide export.",,,,,
12499402,"The only gene that was found to be required on efficient export of both types of substrates was PMR1, the gene encoding the medial-Golgi Ca(2+)/Mn(2+)-ion pump.",,,,,
12499402,"These results provide evidence that although the systems involved in export of misfolded glycoproteins and glycopeptides share some properties, they have exhibited distinct differences.",,,,,
30888588,Alteration of glycosphingolipid (GSL) synthesis is observed in many types of cancer.,,,,,
30888588,"In this study, we have analyzed the expression of sphingolipids and GSLs in cholangiocarcinoma (CCA) tissues and adjacent normal liver tissues.",,,,,
30888588,Neutral lipids were extracted from tissue samples using mild-alkaline treatment method followed by TLC and LC-MS analysis.,,,,,
30888588,"The expression of ceramides, hexosylceramides (HexCer), and lactosylceramides (LacCer) was altered in CCA tissues, 61.1% (11/18) of them showing an increase whereas 38.9% (7/18) showing a decrease, compared with the adjacent normal tissue.",,,,,
30888588,"Cers and GSLs containing 2-hydroxylated fatty acids except one LacCer molecular species were overexpressed in CCA tissues, and the increase of LacCer (d18:1-h23:0) was correlated with shorter survival of CCA patients, suggesting the involvement of GSL synthesis and fatty acid hydroxylation in progression of CCA.",,,,,
30888588,"Taken together, we have demonstrated in this study the increase of GSL synthesis and fatty hydroxylation in CCA, which probably be used as a target for CCA treatment.",,,,,
20538645,Enzyme-replacement therapy (ERT) is a new option for the clinical management of MPS I.,,,,,
20538645,"However, no detailed data are available on the structural characterization of glycosaminoglycans (GAGs) in the urine and plasma of patients before ERT and during treatment regimens.",,,,,
20538645,"Before ERT and over a two-week period of enzyme infusion, GAGs in urine and plasma were analyzed in two patients with the Hurler-Scheie form of MPS I subjected to ERT for 6 years.",,,,,
20538645,"In both patients before ERT, high amounts of a GAG were found in the urine, composed in particular of a high molecular mass polymer (approximately 13,000-13,500) consisting of approximately 75-78% iduronic acid and rich in 4-sulfated disaccharides (DeltaDi4s) and attributable to DS.",,,,,
20538645,"Furthermore, a high amount of this GAG was directly detected in the blood.",,,,,
20538645,Plasma GAGs in MPS I patients subjected to ERT were found to be comparable to those of normal subjects with the absence of heparan sulfate and of DS.,,,,,
20538645,"On the contrary, a polysaccharide possessing a high molecular mass, approximately 11,500-12,000, lower than the polymer extracted before ERT but slightly higher than the controls (approximately 11,000), was found in the urine of both patients.",,,,,
20538645,This macromolecule was characterized as a mixture of DS/chondroitin sulfate based on the high percentage of 4-sulfated disaccharide (4s/6s ratio of approximately 3.1) and iduronic acid ( approximately 60%).,,,,,
20538645,These results are indicative of the incapacity of ERT at the standard dose to definitively eliminate DS from the urine.,,,,,
20538645,"Finally, a variable effect of ERT depending on each administration was also observed.",,,,,
9556621,Epiregulin (EPR) is a recently described member of the epidermal growth factor (EGF) family of peptide growth factors.,,,,,
9556621,The ever expanding size of the EGF family has made distinguishing the activities of these hormones paramount.,,,,,
9556621,"We show here that EPR activates two members of the ErbB family of receptor tyrosine kinases, epidermal growth factor receptor (EGFR) and ErbB4.",,,,,
9556621,"Therefore by these criteria, EPR is qualitatively similar to another EGF family hormone, betacellulin (BTC).",,,,,
9556621,"Yet, here we also demonstrate quantitative differences between EPR and BTC.",,,,,
9556621,"EPR stimulates higher levels of EGFR phosphorylation than does BTC, whereas BTC stimulates higher levels of ErbB4 phosphorylation than does EPR.",,,,,
9556621,"Moreover, the EPR and BTC dose response curves show that although EGFR is more sensitive to EPR than is ErbB4, ErbB4 is more sensitive to BTC than is EGFR.",,,,,
9556621,"Finally, ErbB2, which is not activated by EPR when expressed on its own, increases the sensitivity of ErbB4 for activation by EPR.",,,,,
9556621,"Therefore, these results establish that EPR exhibits novel activities and modes of regulation, which may have significant implications for EPR function in vivo.",,,,,
25288803,"A missense mutation in ATP2A1 gene, encoding sarco(endo)plasmic reticulum Ca(2+)-ATPase (SERCA1) protein, causes Chianina cattle congenital pseudomyotonia, an exercise-induced impairment of muscle relaxation.",,,,,
25288803,Skeletal muscles of affected cattle are characterized by a selective reduction of SERCA1 in sarcoplasmic reticulum membranes.,,,,,
25288803,"In this study, we provide evidence that the ubiquitin proteasome system is involved in the reduced density of mutated SERCA1.",,,,,
25288803,"The treatment with MG132, an inhibitor of ubiquitin proteasome system, rescues the expression level and membrane localization of the SERCA1 mutant in a heterologous cellular model.",,,,,
25288803,Cells co-transfected with the Ca(2+)-sensitive probe aequorin show that the rescued SERCA1 mutant exhibits the same ability of wild type to maintain Ca(2+) homeostasis within cells.,,,,,
25288803,These data have been confirmed by those obtained ex vivo on adult skeletal muscle fibers from a biopsy from a pseudomyotonia-affected subject.,,,,,
25288803,Our data show that the mutation generates a protein most likely corrupted in proper folding but not in catalytic activity.,,,,,
25288803,Rescue of mutated SERCA1 to sarcoplasmic reticulum membrane can re-establish resting cytosolic Ca(2+) concentration and prevent the appearance of pathological signs of cattle pseudomyotonia.,,,,,
30222357,"Over the past decade, a suite of new mass-spectrometry-based proteomics methods has been developed that now enables the conformational properties of proteins and protein-ligand complexes to be studied in complex biological mixtures, from cell lysates to intact cells.",,,,,
30222357,Highlighted here are seven of the techniques in this new toolbox.,,,,,
30222357,"These techniques include chemical cross-linking (XL-MS), hydroxyl radical footprinting (HRF), Drug Affinity Responsive Target Stability (DARTS), Limited Proteolysis (LiP), Pulse Proteolysis (PP), Stability of Proteins from Rates of Oxidation (SPROX), and Thermal Proteome Profiling (TPP).",,,,,
30222357,The above techniques all rely on conventional bottom-up proteomics strategies for peptide sequencing and protein identification.,,,,,
30222357,"However, they have required the development of unconventional proteomic data analysis strategies.",,,,,
30222357,Discussed here are the current technical challenges associated with these different data analysis strategies as well as the relative analytical capabilities of the different techniques.,,,,,
30222357,"The new biophysical capabilities that the above techniques bring to bear on proteomic research are also highlighted in the context of several different application areas in which these techniques have been used, including the study of protein ligand binding interactions (e.g., protein target discovery studies and protein interaction network analyses) and the characterization of biological states.",,,,,
24291353,"UNLABELLED: We report on the geLC-MS/MS proteomics analysis of cereals and cereal food excavated in Subeixi cemetery (500-300BC) in Xinjiang, China.",,,,,
24291353,Proteomics provided direct evidence that at the Subexi sourdough bread was made from barley and broomcorn millet by leavening with a renewable starter comprising baker's yeast and lactic acid bacteria.,,,,,
24291353,The baking recipe and flour composition indicated that barley and millet bread belonged to the staple food already in the first millennium BC and suggested the role of Turpan basin as a major route for cultural communication between Western and Eastern Eurasia in antiquity.,,,,,
24291353,This article is part of a Special Issue entitled: Proteomics of non-model organisms.,,,,,
24291353,BIOLOGICAL SIGNIFICANCE: We demonstrate that organic residues of thousand year old foods unearthed by archeological excavations can be analyzed by geLC-MS/MS proteomics with good representation of protein source organisms and coverage of sequences of identified proteins.,,,,,
24291353,"In-depth look into the foods proteome identifies the food type and its individual ingredients, reveals ancient food processing technologies, projects their social and economic impact and provides evidence of intercultural communication between ancient populations.",,,,,
24291353,"Proteomics analysis of ancient organic residues is direct, quantitative and informative and therefore has the potential to develop into a valuable, generally applicable tool in archaeometry.",,,,,
24291353,This article is part of a Special Issue entitled: Proteomics of non-model organisms.,,,,,
10385973,alpha-Galactosyl epitopes are carbohydrate structures bearing an alpha-Gal-(1-->3)-Gal terminus (alpha-Gal epitopes).,,,,,
10385973,The interaction of these epitopes on the surface of animal cells with anti alpha-Gal antibodies in human serum is believed to be the main cause in antibody-mediated hyperacute rejection in xenotransplantation.,,,,,
10385973,"In this paper, conformational analysis of an N-linked alpha-D-Galp-(1-->3)-beta-D-Galp-(1-->4)-beta-D-Glcp trisaccharide epitope was conducted in terms of each monosaccharide residue conformation, primary hydroxymethyl group configuration, and interglycosidic conformations.",,,,,
10385973,"Selective 2D J-delta INEPT experiments have been carried out at three different temperatures to evaluate three-bond, long-range 13C-1H coupling constants for the crucial alpha-(1-->3) linkage.",,,,,
10385973,The NMR experimental data were complemented by theoretical calculations.,,,,,
10385973,The flexibility and dynamics of the trisaccharide have been studied by Metropolis Monte Carlo simulations.,,,,,
10385973,"Ensemble-averaged three-bond, long-range 13C-1H coupling constants and nuclear Overhauser effects were in good agreement with the experimental data.",,,,,
10385973,The alpha-(1-->3) glycosidic linkage has shown a restricted flexibility as indicated by NMR spectroscopy and molecular modeling.,,,,,
24498956,Epithelial ovarian cancer (EOC) is often asymptomatic and thus diagnosed at advanced stages with a poor prognosis.,,,,,
24498956,"False-negative results for the conventional marker CA125 frequently occur in cases of clear cell carcinoma (CCC), a type of EOC; therefore, it is necessary to develop biomarkers with greater sensitivity.",,,,,
24498956,We previously reported a strategy to discover glycobiomarker candidates by combined lectin microarray and IGOT-LC/MS analysis.,,,,,
24498956,We have now optimized this strategy for discovering EOC biomarkers.,,,,,
24498956,"Glycopeptides possessing cancerous glycans were enriched from the ascites fluids and culture supernatants of cancer cell lines with a fucose-binding lectin, AAL.",,,,,
24498956,IGOT-LC/MS analysis of CCC samples yielded 144 candidate glycoproteins.,,,,,
24498956,We selected WFA by lectin microarray as the optimal lectin to distinguish EOC from gastric and colon cancer.,,,,,
24498956,The candidates were narrowed by Western analysis of the WFA-bound fraction of ascites fluids.,,,,,
24498956,"One of the final candidates, WFA-reactive ceruloplasmin, produced higher signals in the ascites fluids of EOC patients, including CCC, in comparison with the benign samples, while CA125 levels were comparable in the sandwich ELISA.",,,,,
24498956,"Thus, our glycoproteomic strategy featuring efficient enrichment of glycans with disease-related alterations is applicable to various diseases.",,,,,
29337283,"Stone pine (Pinus pinea) is characterized by low differentiation of growth parameters, high phenotypic plasticity and low genetic variability; detecting its diversity in introduced Chilean populations is therefore relevant for conservation and breeding programs.",,,,,
29337283,"Here, variability among allochthonous Stone pine populations in Chile was explored using electrophoresis-based proteomic analysis of pine nuts.",,,,,
29337283,"Cones from 30 populations distributed along a climatic gradient in Chile were surveyed and sampled, and proteins were extracted from seed flour using the TCA-acetone precipitation protocol.",,,,,
29337283,"Extracts were subjected to SDS-PAGE and 2-DE for protein resolution, gel images captured, and spot or bands intensity quantified and subjected to statistical analysis (ANOVA, unsupervised Hierarchical Analysis Clustering and PLS regression).",,,,,
29337283,Protein yield ranged among populations from 161.7 (North populations) to 298.7 (South populations) mg/g dry weight.,,,,,
29337283,"A total of 50 bands were resolved by SDS-PAGE in the 6.5-200 kDa Mr. range, of which 17 showed quantitative or qualitative differences, with 12 proteins identified.",,,,,
29337283,"Pine nut extracts from the most distant populations were analyzed by 2-DE and a total of 129 differential spots were observed, out of which 13 were proposed as putative protein markers of variability.",,,,,
29337283,"Out of the 129 spots, 118 proteins were identified after MALDI-TOF/TOF analysis.",,,,,
29337283,Identified proteins were classified into two principal categories: reserve and stress related.,,,,,
29337283,We provide the first protein map of P. pinea nuts.,,,,,
29337283,"The use of a proteomic approach was useful to detect variability of Stone pine across three Chilean macrozones, with correlations between protein profiles and geoclimatic parameters, suggesting a new approach to study the variability of this species.",,,,,
29337283,"BIOLOGICAL SIGNIFICANCE: This study presents the first protein map of Stone pine nuts, relevant for the advancement of protein characterization in pine nuts.",,,,,
29337283,"Putative protein markers are proposed, evidencing that a proteomic approach may be useful to detect variability of Stone pine across Chilean macrozones, suggesting a new approach to study the variability of this species, which may also be extrapolated to other forest fruit species.",,,,,
9147047,"Indirect evidence that the immunodominant N-glycans of the parasite, Trichinella spiralis are capped by novel beta-linked 3,6-dideoxy-D-arabinohexopyranosyl residues (tyvelose, Tyv) was obtained from immunochemical assays employing monoclonal antibodies and synthetic oligosaccharides.",,,,,
9147047,Three of four previously characterized monoclonal antibodies generated from the lymphocytes of T.spiralis infected rats bind BSA glycoconjugates bearing the synthetic epitope beta-D-Tyvp(1-->3)-beta-D-GalNAcp but not to the corresponding alpha-D-Tyvp(1-->3)-beta-D-GalNAcp-BSA glycoconjugate.,,,,,
9147047,Monosaccharide and disaccharide glycoside inhibition data mirrors the results of the direct binding experiments.,,,,,
9147047,"The branched tetrasaccharide beta-D-Tyv(1-->3)-beta-D-GalNAcp(1-->4)[alpha-L-Fucp(1 -->3)] beta-D-GalNAcp is the most active synthetic oligosaccharide inhibitor for all four monoclonal antibodies studied, while the corresponding alpha-D-Tyv containing tetrasaccharide and the core trisaccharide beta-D-GalNAcp(1-->4)[alpha-L-Fucp(1-->3)]beta-D-GlcNAcp+ ++ are inactive.",,,,,
9147047,"The exceptional inhibitory activity of the disaccharide beta-D-Tyvp(1-->3)-beta-D-GalNAcp with one mAb (18H) compared to that of the branched tetrasaccharide beta-D-Tyvp(1-->3)-beta-D-GalNAcp(1-->4)[alpha-L-Fucp( 1-->3)]-beta-D-GlcNAcp is indicative of the presence of linear, nonfucosylated glycan epitopes (beta-D-Tyvp(1-->3)-beta-D-GalNAcp(1-->4) beta-D-GlcNAcp) that lack a fucose residue in one arm of the antigenic, tetra-antennary N-glycan.",,,,,
9147047,"This observation supports earlier FAB-mass spectrometry evidence for the existence of tetra-antennary, core fucosylated glycans that lack a fucose residue on one of their antennae.",,,,,
31098851,Humanized monoclonal antibody HMMC-1 established by immunizing transchromosomal mice with a human uterine endometrial cancer cell line has been found to react with the H-antigen carried on core l O-glycans through cotransfection of glycosyltransferases for O-glycans and inhibition of antibody-binding with synthetic oligosaccharides.,,,,,
31098851,"However, direct binding analysis of an antibody against glycosphingolipids from human erythrocytes with different ABO blood groups revealed that it was able to bind selectively with polar glycolipids in blood group O, but not blood group A, B and AB erythrocytes.",,,,,
31098851,"Unexpectedly, typical monofucosylated H-glycolipids, IV2Fucα-nLc4Cer and VI2Fucα-nLc6Cer, which are the precursors for A and B-glycolipids, and were present not only in blood group O, but also A, B and AB-erythrocytes, were not the antigens for the HMMC-1 antibody.",,,,,
31098851,"The antigen comprised less than 0.001% of the total glycolipids in blood group O-erythrocytes, and was purified by conventional silica gel column chromatography.",,,,,
31098851,"Structural determination by permethylation, GC-MS, and ESI-TOFMS demonstrated that the structure was a novel glycolipid with a difucosylated H-antigen, Fucα1-2Galβ1-4GlcNAcβ1-3Gal(2-1αFuc)β1-4GlcNAcβ1-3Galβ1-4GlcNAcβ1-3Galβ1-4Glcβ1-1'Cer, VI2,VIII2(Fucα)2-nLc8Cer, whose terminal difucosylated structure was the epitope of the HMMC-1 antibody.",,,,,
31098851,"The HMMC-1 glycolipid was detected in five out of 29 tissues from patients suffering from uterine cervical carcinomas, irrespective of their ABO-blood groups.",,,,,
12556447,The interaction of coactivators with the ligand-binding domain of nuclear receptors (NRs) is mediated by amphipathic alpha-helices containing the signature motif LXXLL.,,,,,
12556447,TRAP220 contains two LXXLL motifs (LXM1 and LXM2) that are required for its interaction with NRs.,,,,,
12556447,Here we show that the nuclear receptor interaction domain (NID) of TRAP220 interacts weakly with Class I NRs.,,,,,
12556447,"In contrast, SRC1 NID binds strongly to both Class I and Class II NRs.",,,,,
12556447,Interaction assays using nine amino acid LXXLL core motifs derived from SRC1 and TRAP220 revealed no discriminatory NR binding preferences.,,,,,
12556447,"However, an extended LXM1 sequence containing amino acids -4 to +9, (where the first conserved leucine is +1) showed selective binding to thyroid hormone receptor and reduced binding to estrogen receptor.",,,,,
12556447,Replacement of either TRAP220 LXXLL motif with the corresponding 13 amino acids of SRC1 LXM2 strongly enhanced the interaction of the TRAP220 NID with the estrogen receptor.,,,,,
12556447,Mutational analysis revealed combinatorial effects of the LXM1 core and flanking sequences in the determination of the NR binding specificity of the TRAP220 NID.,,,,,
12556447,"In contrast, a mutation that increased the spacing between TRAP220 LXM1 and LXM2 had little effect on the binding properties of this domain.",,,,,
12556447,"Thus, a 13-amino acid sequence comprising an extended LXXLL motif acts as the key determinant of the NR binding specificity of TRAP220.",,,,,
12556447,"Finally, we show that the NR binding specificity of full-length TRAP220 can be altered by swapping extended LXM sequences.",,,,,
20601723,"Two genes in the genome of Aspergillus niger, aglA and aglB, have been assigned to encode for α-d-galactosidases variant A and B.",,,,,
20601723,"However, analyses of primary and 3D structures based on structural models of these two enzymes revealed significant differences in their active centers suggesting important differences in their specificity for the hydrolyzed carbohydrates.",,,,,
20601723,"To test this unexpected finding, a large screening of libraries from 42 strains of filamentous fungi succeeded in identifying an enzyme from A. niger CCIM K2 that exhibited both α-galactosidase and α-N-acetylgalactosaminidase activities, with the latter activity predominating.",,,,,
20601723,"The enzyme protein was sequenced, and its amino acid sequence could be unequivocally assigned to the enzyme encoded the aglA gene.",,,,,
20601723,Enzyme activity measurements and substrate docking clearly demonstrated the preference of the identified enzyme for α-N-acetyl-d-galactosaminide over α-d-galactoside.,,,,,
20601723,"Thus, we provide evidence that the α-galactosidase type A gene aglA from A. niger in fact encodes a fully functional α-N-acetylgalactosaminidase using a retaining mechanism.",,,,,
22496369,The promoter of the telomerase catalytic subunit (TERT) is subject to tight regulation and remains repressed in somatic cells to ensure their limited life span and to prevent tumor initiation.,,,,,
22496369,Here we report that the hTERT promoter is strongly repressed by p53 and the related family members p63 and p73.,,,,,
22496369,"We found that p53-mediated repression was different in human and mouse cells and occurred through p53-dependent transcription inhibition of c-Myc or through E-box/E2F pathways, respectively.",,,,,
22496369,"Although p63TAα-mediated repression occurred through SP1, p63TAy-mediated repression occurred through E2F signaling.",,,,,
22496369,"Finally, p73α- and p73β-mediated repression occurred through NF-YB2.",,,,,
22496369,Our results show a complex multifactorial mechanism used by p53 and its family members to keep hTERT expression under tight control.,,,,,
11181561,Glycoproteins on the cell surface of Trypanosoma cruzi are known to play important roles in the interaction of the parasite with the host cells.,,,,,
11181561,We previously determined the structures of the O-glycan chains from the sialoglycoproteins (mucin-like molecules) of the G- and Y-strains and observed significant differences between them.,,,,,
11181561,We now report the structures of the sialylated and nonsialylated O-linked oligosaccharides isolated from the cell surface glycoproteins of the myotropic CL-Brener strain grown in the presence of fetal calf serum.,,,,,
11181561,"The structures of the O-linked oligosaccharide alditols obtained by reductive beta-elimination of the sialoglycoprotein were determined by a combination of methylation analysis, fast atom bombardment-mass spectrometry and nuclear magnetic resonance spectroscopy.",,,,,
11181561,"The presence of a beta-galactopyranose substituent on the N-acetylglucosamine O-4 position shows that these O-linked oligosaccharides from CL-Brener strain belong to the same family as those isolated from mucins expressed by T. cruzi Y strain, a reticulotropic strain.",,,,,
11181561,"In addition, novel O-glycans, including alpha2-3 mono-sialylated species are described.",,,,,
17623665,CcmH (cytochromes c maturation protein H) is an essential component of the assembly line necessary for the maturation of c-type cytochromes in the periplasm of Gram-negative bacteria.,,,,,
17623665,"The protein is a membrane-anchored thiol-oxidoreductase that has been hypothesized to be involved in the recognition and reduction of apocytochrome c, a prerequisite for covalent heme attachment.",,,,,
17623665,"Here, we present the 1.7A crystal structure of the soluble periplasmic domain of CcmH from the opportunistic pathogen Pseudomonas aeruginosa (Pa-CcmH*).",,,,,
17623665,"The protein contains a three-helix bundle, i.e.",,,,,
17623665,a fold that is different from that of all other thiol-oxidoreductases reported so far.,,,,,
17623665,"The catalytic Cys residues of the conserved LRCXXC motif (Cys(25) and Cys(28)), located in a long loop connecting the first two helices, form a disulfide bond in the oxidized enzyme.",,,,,
17623665,We have determined the pK(a) values of these 2 Cys residues of Pa-CcmH* (both >8) and propose a possible mechanistic role for a conserved Ser(36) and a water molecule in the active site.,,,,,
17623665,"The interaction between Pa-CcmH* and Pa-apocyt c(551) (where cyt c(551) represents cytochrome c(551)) was characterized in vitro following the binding kinetics by stopped-flow using a Trp-containing fluorescent variant of Pa-CcmH* and a dansylated peptide, mimicking the apocytochrome c(551) heme binding motif.",,,,,
17623665,"The kinetic results show that the protein has a moderate affinity to its apocyt substrate, consistent with the role of Pa-CcmH as an intermediate component of the assembly line for c-type cytochrome biogenesis.",,,,,
25331954,"Mucosal biopsies from inflamed colon of inflammatory bowel disease patients exhibit elevated epithelial apoptosis compared with those from healthy individuals, disrupting mucosal homeostasis and perpetuating disease.",,,,,
25331954,"Therapies that decrease intestinal epithelial apoptosis may, therefore, ameliorate inflammatory bowel disease, but treatments that specifically target apoptotic pathways are lacking.",,,,,
25331954,"Proteinase-activated receptor-2 (PAR2), a G protein-coupled receptor activated by trypsin-like serine proteinases, is expressed on intestinal epithelial cells and stimulates mitogenic pathways upon activation.",,,,,
25331954,We sought to determine whether PAR2 activation and signaling could rescue colonic epithelial (HT-29) cells from apoptosis induced by proapoptotic cytokines that are increased during inflammatory bowel disease.,,,,,
25331954,"The PAR2 agonists 2-furoyl-LIGRLO (2f-LI), SLIGKV and trypsin all significantly reduced cleavage of caspase-3, -8, and -9, poly(ADP-ribose) polymerase, and the externalization of phosphatidylserine after treatment of cells with IFN-γ and TNF-α.",,,,,
25331954,Knockdown of PAR2 with siRNA eliminated the anti-apoptotic effect of 2f-LI and increased the sensitivity of HT-29 cells to cytokine-induced apoptosis.,,,,,
25331954,Concurrent inhibition of both MEK1/2 and PI3K was necessary to inhibit PAR2-induced survival.,,,,,
25331954,"2f-LI was found to increase phosphorylation and inactivation of pro-apoptotic BAD at Ser(112) and Ser(136) by MEK1/2 and PI3K-dependent signaling, respectively.",,,,,
25331954,PAR2 activation also increased the expression of anti-apoptotic MCL-1.,,,,,
25331954,"Simultaneous knockdown of both BAD and MCL-1 had minimal effects on PAR2-induced survival, whereas single knockdown had no effect.",,,,,
25331954,We conclude that PAR2 activation reduces cytokine-induced epithelial apoptosis via concurrent stimulation of MEK1/2 and PI3K but little involvement of MCL-1 and BAD.,,,,,
25331954,Our findings represent a novel mechanism whereby serine proteinases facilitate epithelial cell survival and may be important in the context of colonic healing.,,,,,
15721334,"DGalactofuranose is a widespread component of cell wall polysaccharides in bacteria, protozoa and fungi, but is totally absent in mammals.",,,,,
15721334,"Importantly, galactofuranose is a key constituent of major cell envelope polysaccharides in pathogenic mycobacteria.",,,,,
15721334,"In this respect, galactofuranose-based glycoconjugates are interesting target molecules for drug design.",,,,,
15721334,"O-Glycosidases and notably beta-D-galactofuranosidases could be useful tools for the chemoenzymatic synthesis of galactofuranosides, but to date no studies of this type have been reported.",,,,,
15721334,Here we report the use of a GH 51 alpha-l-arabinofuranosidase for the synthesis of beta-D-galactofuranosides.,,,,,
15721334,"We have demonstrated that this enzyme can catalyse both the autocondensation of p-nitrophenyl-beta-D-galactofuranoside and the transgalactofuranosylation of benzyl alpha-D-xylopyranoside, forming p-nitrophenyl beta-D-galactofuranosyl-(1-->2)-beta-D-galactofuranoside and benzyl beta-D-galactofuranosyl-(1-->2)-alpha-D-xylopyranoside, respectively.",,,,,
15721334,Both reactions were very regiospecific and the reaction involving benzyl alpha-D-xylopyranoside afforded very high yields (74.8%) of the major product.,,,,,
15721334,"To our knowledge, this demonstration of chemoenzymatic synthesis of galactofuranosides constitutes the very first use of an O-glycosidase for the synthesis of galactofuranosides.",,,,,
26549429,"High-throughput methods based on mass spectrometry (proteomics, metabolomics, lipidomics, etc.)",,,,,
26549429,produce a wealth of data that cannot be analyzed without computational methods.,,,,,
26549429,"The impact of the choice of method on the overall result of a biological study is often underappreciated, but different methods can result in very different biological findings.",,,,,
26549429,It is thus essential to evaluate and compare the correctness and relative performance of computational methods.,,,,,
26549429,The volume of the data as well as the complexity of the algorithms render unbiased comparisons challenging.,,,,,
26549429,This paper discusses some problems and challenges in testing and validation of computational methods.,,,,,
26549429,We discuss the different types of data (simulated and experimental validation data) as well as different metrics to compare methods.,,,,,
26549429,We also introduce a new public repository for mass spectrometric reference data sets ( http://compms.org/RefData ) that contains a collection of publicly available data sets for performance evaluation for a wide range of different methods.,,,,,
27342131,"To date more than 20 glycation products were identified, of which ~15 in the insoluble human skin collagen fraction.",,,,,
27342131,"The goal of this review is to streamline 30 years of research and ask a set of important questions: in Type 1 diabetes which glycation products correlate best with 1) past mean glycemia 2) reversibility with improved glycemic control, 2) cross-sectional severity of retinopathy, nephropathy and neuropathy and 3) the future long-term risk of progression of micro- and subclinical macrovascular disease.",,,,,
27342131,"The trio of glycemia related glycation markers furosine (FUR)/fructose-lysine (FL), glucosepane and methylglyoxal hydroimidazolone (MG-H1) emerges as extraordinarily strong predictors of existing and future microvascular disease progression risk despite adjustment for both past and prospective A1c levels.",,,,,
27342131,"X(2) values are up to 25.1, p values generally less than 0.0001, and significance remains after adjustment for various factors such as A1c, former treatment group, log albumin excretion rate, abnormal autonomic nerve function and LDL levels at baseline.",,,,,
27342131,"In contrast, subclinical cardiovascular progression is more weakly correlated with AGEs/glycemia with X(2) values < 5.0 and p values generally < 0.05 after all adjustments.",,,,,
27342131,"Except for future carotid intima-media thickness, which correlates with total AGE burden (MG-H1, pentosidine, fluorophore LW-1 and decreased collagen solubility), adjusted FUR and Collagen Fluorescence (CLF) are the strongest markers for future coronary artery calcium deposition, while cardiac hypertrophy is associated with LW-1 and CLF adjusted for A1c.",,,,,
27342131,"We conclude that a robust clinical skin biopsy AGE risk panel for microvascular disease should include at least FUR/FL, glucosepane and MG-H1, while a macrovascular disease risk panel should include at least FL/FUR, MG-H1, LW-1 and CLF.",,,,,
23292036,The Epstein-Barr virus (EBV) envelope glycoprotein 350/220 (gp350/220) is the most abundant molecule on the viral surface and it is responsible for the initial viral attachment to cell surface of the host.,,,,,
23292036,"As many other viral envelope proteins, it is highly glycosylated, not least with O-linked glycans, most of which essential for EBV life cycle.",,,,,
23292036,EBV gp350/220 is also a primary target for neutralizing antibodies in the human hosts and a promising candidate for an EBV vaccine.,,,,,
23292036,Here we showed that recombinant GalNAc transferases can glycosylate scan peptides of the EBV gp350/220 envelope protein immobilized on microarray glass slides.,,,,,
23292036,"We also identified serum IgG antibodies to a selection of peptides and O-glycopeptides, whereas sera from EBV-IgG negative individuals remained negative.",,,,,
23292036,We here describe novel glycopeptide epitopes present within immunodominant stretches of EBV gp350/220 and demonstrate a remarkable variability between individual samples with respect to their reactivity patterns to peptides and glycopeptides.,,,,,
